C.D.S.  -  SIMBAD4 rel 1.8  -  2024.10.10CEST17:08:04

m13
---

Number of objects : 1909

 #  ;dist(asec);typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag I  ;  spec. type   ;#bib;#not
----;----------;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;---------;---------------;----;----
138 ;     21.43;m13        ;NGC 6205 668                       ;*  ;16 41 43.41 +36 27 40.7                ;     ~   ;     ~   ;13.7     ;     ~   ;     ~   ;~              ;   4;   0
139 ;     21.62;m13        ;[KWR2014] M13 58680                ;*  ;16 41 40.1689 +36 27 28.293            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
140 ;     21.89;m13        ;NGC 6205 584                       ;*  ;16 41 41.74 +36 27 18.9                ;     ~   ;     ~   ;12.55    ;     ~   ;     ~   ;~              ;   7;   0
141 ;     21.94;m13        ;[KWR2014] M13 59583                ;*  ;16 41 39.8991 +36 27 34.160            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
142 ;     22.06;m13        ;[KWR2014] M13 58681                ;*  ;16 41 40.1817 +36 27 27.349            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
143 ;     22.07;m13        ;Gaia DR3 1328057905737005696       ;RR?;16 41 39.9166531872 +36 27 48.355901172;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
144 ;     22.34;m13        ;NGC 6205 658                       ;*  ;16 41 43.16 +36 27 28.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
145 ;     22.41;m13        ;NGC 6205 642                       ;*  ;16 41 42.82 +36 27 23.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
146 ;     22.49;m13        ;[KWR2014] M13 59584                ;*  ;16 41 39.8718 +36 27 33.407            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
147 ;     22.61;m13        ;NGC 6205 617                       ;*  ;16 41 42.25 +36 28 02.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
148 ;     22.69;m13        ;Cl* NGC 6205 BARN 165              ;*  ;16 41 43.19 +36 27 53.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
149 ;     22.93;m13        ;NGC 6205 633                       ;*  ;16 41 42.60 +36 28 00.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
150 ;     23.03;m13        ;[WOR95] M13 35                     ;UV ;16 41 43.529 +36 27 37.94              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
151 ;     23.19;m13        ;NGC 6205 1134                      ;*  ;16 41 41.52 +36 28 03.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
152 ;     23.60;m13        ;NGC 6205 520                       ;*  ;16 41 40.49 +36 27 59.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
153 ;     23.70;m13        ;[KWR2014] M13 58971                ;*  ;16 41 40.0405 +36 27 26.891            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
154 ;     23.86;m13        ;NGC 6205 597                       ;*  ;16 41 42.08 +36 27 17.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
155 ;     23.94;m13        ;[SWL2011] X5                       ;X  ;16 41 43.160 +36 27 25.44              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
156 ;     23.95;m13        ;NGC 6205 482                       ;*  ;16 41 39.84 +36 27 51.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
157 ;     24.02;m13        ;[KWR2014] M13 59863                ;*  ;16 41 39.8043 +36 27 31.289            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
158 ;     24.02;m13        ;NGC 6205 496                       ;*  ;16 41 40.1413 +36 27 24.860            ;     ~   ;     ~   ;13.95    ;     ~   ;     ~   ;~              ;   3;   0
159 ;     24.06;m13        ;NGC 6205 612                       ;*  ;16 41 42.33 +36 27 18.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
160 ;     24.17;m13        ;NGC 6205 463                       ;*  ;16 41 39.8710 +36 27 29.270            ;     ~   ;     ~   ;13.80    ;     ~   ;     ~   ;~              ;   3;   0
161 ;     24.44;m13        ;NGC 6205 684                       ;*  ;16 41 43.65 +36 27 38.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
162 ;     24.62;m13        ;NGC 6205 465                       ;RG*;16 41 39.6052268496 +36 27 38.071474200;     ~   ;13.81    ;12.50    ;     ~   ;     ~   ;~              ;  21;   0
163 ;     24.71;m13        ;NGC 6205 550                       ;*  ;16 41 41.07 +36 28 04.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
164 ;     24.80;m13        ;NGC 6205 1133                      ;*  ;16 41 40.76 +36 28 03.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
165 ;     24.93;m13        ;[KWR2014] M13 59561                ;*  ;16 41 39.8501 +36 27 28.173            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
166 ;     25.01;m13        ;NGC 6205 667                       ;*  ;16 41 43.36 +36 27 54.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
167 ;     25.12;m13        ;NGC 6205 675                       ;*  ;16 41 43.47 +36 27 28.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
168 ;     25.72;m13        ;Cl* NGC 6205 CGY 4394              ;*  ;16 41 40.6933 +36 27 17.670            ;     ~   ;     ~   ;13.74    ;     ~   ;     ~   ;~              ;   2;   0
169 ;     25.95;m13        ;NGC 6205 468                       ;*  ;16 41 39.6456 +36 27 30.862            ;     ~   ;     ~   ;13.22    ;     ~   ;     ~   ;~              ;   5;   0
170 ;     26.52;m13        ;[KWR2014] M13 59849                ;*  ;16 41 39.7441 +36 27 27.204            ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
171 ;     26.86;m13        ;Cl* NGC 6205 SAW V58               ;*  ;16 41 40.6973709168 +36 27 16.386393456;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
172 ;     26.90;m13        ;PSR B1639+36A                      ;Psr;16 41 40.880 +36 27 15.44              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;  46;   1
173 ;     26.93;m13        ;NGC 6205 455                       ;*  ;16 41 39.41 +36 27 43.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
174 ;     27.04;m13        ;NGC 6205 672                       ;*  ;16 41 43.45 +36 27 24.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
175 ;     27.32;m13        ;NGC 6205 531                       ;*  ;16 41 40.77 +36 27 15.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
176 ;     27.71;m13        ;NGC 6205 688                       ;*  ;16 41 43.71 +36 27 52.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
177 ;     27.95;m13        ;NGC 6205 574                       ;*  ;16 41 41.61 +36 27 12.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
178 ;     28.33;m13        ;NGC 6205 651                       ;*  ;16 41 43.00 +36 28 03.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
179 ;     28.52;m13        ;NGC 6205 699                       ;*  ;16 41 43.97 +36 27 36.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
180 ;     28.65;m13        ;XMMU J164142.7+362806              ;X  ;16 41 42.480 +36 28 07.52              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   5;   0
181 ;     28.65;m13        ;NGC 6205 578                       ;*  ;16 41 41.62 +36 28 09.4                ;     ~   ;14.74    ;13.91    ;     ~   ;     ~   ;~              ;   2;   0
182 ;     29.01;m13        ;[WOR95] M13 29                     ;UV ;16 41 39.782 +36 27 22.25              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
183 ;     29.02;m13        ;Cl* NGC 6205 CGY 2447              ;*  ;16 41 39.3536 +36 27 49.980            ;     ~   ;     ~   ;14.28    ;     ~   ;     ~   ;~              ;   2;   0
184 ;     29.11;m13        ;[SWL2011] 4                        ;V* ;16 41 42.46 +36 28 08.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
185 ;     29.30;m13        ;NGC 6205 446                       ;*  ;16 41 39.24 +36 27 35.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
186 ;     29.37;m13        ;NGC 6205 607                       ;*  ;16 41 42.17 +36 27 12.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
187 ;     29.39;m13        ;NGC 6205 697                       ;*  ;16 41 43.97 +36 27 32.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
188 ;     29.44;m13        ;NGC 6205 679                       ;*  ;16 41 43.48 +36 28 00.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
189 ;     29.50;m13        ;NGC 6205 543                       ;*  ;16 41 41.02 +36 27 12.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
190 ;     29.61;m13        ;NGC 6205 551                       ;*  ;16 41 41.08 +36 28 09.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
191 ;     29.83;m13        ;NGC 6205 703                       ;*  ;16 41 43.99 +36 27 49.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
192 ;     30.13;m13        ;NGC 6205 501                       ;*  ;16 41 40.13 +36 28 04.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
193 ;     30.73;m13        ;NGC 6205 480                       ;*  ;16 41 39.81 +36 28 02.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
194 ;     30.83;m13        ;2XMM J164143.6+362758              ;LXB;16 41 43.761 +36 27 57.84              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   7;   0
195 ;     30.99;m13        ;Cl* NGC 6205 CGY 2204              ;*  ;16 41 39.1431 +36 27 48.310            ;     ~   ;     ~   ;13.31    ;     ~   ;     ~   ;~              ;   3;   0
196 ;     31.02;m13        ;Cl* NGC 6205 CGY 3419              ;*  ;16 41 40.0443 +36 27 16.370            ;     ~   ;     ~   ;14.79    ;     ~   ;     ~   ;~              ;   2;   0
197 ;     31.03;m13        ;NGC 6205 467                       ;*  ;16 41 39.5719 +36 27 22.200            ;     ~   ;     ~   ;12.95    ;     ~   ;     ~   ;~              ;   4;   0
198 ;     31.19;m13        ;NGC 6205 485                       ;*  ;16 41 39.92 +36 27 17.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
199 ;     31.76;m13        ;NGC 6205 635                       ;*  ;16 41 42.64 +36 28 10.1                ;     ~   ;     ~   ;13.1     ;     ~   ;     ~   ;~              ;   5;   0
200 ;     31.81;m13        ;NGC 6205 454                       ;*  ;16 41 39.4522 +36 27 58.610            ;     ~   ;     ~   ;15.19    ;     ~   ;     ~   ;~              ;   2;   0
201 ;     31.84;m13        ;NGC 6205 1130                      ;*  ;16 41 40.07 +36 27 15.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
202 ;     32.00;m13        ;NGC 6205 494                       ;*  ;16 41 40.07 +36 27 14.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
203 ;     32.55;m13        ;NGC 6205 568                       ;*  ;16 41 41.27 +36 28 13.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   4;   0
204 ;     32.60;m13        ;[DAL2019] M13 C8                   ;V*?;16 41 40.410 +36 28 09.81              ;     ~   ;     ~   ;14.07    ;     ~   ;13.90    ;~              ;   1;   0
205 ;     32.76;m13        ;Cl* NGC 6205 CGY 2156              ;*  ;16 41 39.0949 +36 27 52.380            ;     ~   ;     ~   ;15.12    ;     ~   ;     ~   ;~              ;   2;   0
206 ;     32.92;m13        ;NGC 6205 674                       ;*  ;16 41 43.3915680120 +36 27 15.573879900;     ~   ;     ~   ;12.58    ;     ~   ;     ~   ;~              ;   7;   0
207 ;     33.03;m13        ;NGC 6205 594                       ;*  ;16 41 41.8795852032 +36 28 13.644974820;     ~   ;     ~   ;12.86    ;     ~   ;     ~   ;~              ;   7;   0
208 ;     33.20;m13        ;NGC 6205 700                       ;*  ;16 41 43.99 +36 27 23.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
209 ;     33.32;m13        ;Cl* NGC 6205 BARN 94               ;*  ;16 41 39.10 +36 27 27.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
210 ;     33.32;m13        ;[SWL2011] X8                       ;X  ;16 41 41.078 +36 27 08.11              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
211 ;     33.40;m13        ;[FLM96] M 13 Ga                    ;LXB;16 41 44.02 +36 27 57.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
212 ;     33.49;m13        ;NGC 6205 515                       ;*  ;16 41 40.36 +36 28 10.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
213 ;     33.58;m13        ;NGC 6205 429                       ;*  ;16 41 38.9541 +36 27 49.820            ;     ~   ;     ~   ;13.62    ;     ~   ;     ~   ;~              ;   4;   0
214 ;     33.73;m13        ;NGC 6205 426                       ;*  ;16 41 38.84 +36 27 39.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
215 ;     33.73;m13        ;NGC 6205 428                       ;*  ;16 41 38.85 +36 27 43.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
216 ;     33.75;m13        ;Gaia DR3 1328057905729840640       ;EB*;16 41 41.1653189438 +36 27 07.476350839;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
217 ;     33.85;m13        ;NGC 6205 445                       ;*  ;16 41 39.2195 +36 27 23.510            ;     ~   ;     ~   ;12.20    ;     ~   ;     ~   ;~              ;   8;   0
218 ;     33.88;m13        ;[FLM96] M 13 G                     ;X  ;16 41 44.0 +36 27 59                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
219 ;     33.95;m13        ;NGC 6205 693                       ;*  ;16 41 43.76 +36 28 03.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
220 ;     34.06;m13        ;Cl* NGC 6205 CGY 3981              ;*  ;16 41 40.4148 +36 27 10.030            ;     ~   ;     ~   ;14.22    ;     ~   ;     ~   ;~              ;   2;   0
221 ;     34.13;m13        ;[DAL2019] M13 C7                   ;V*?;16 41 39.770 +36 28 06.43              ;     ~   ;     ~   ;14.20    ;     ~   ;14.09    ;~              ;   1;   0
222 ;     34.33;m13        ;NGC 6205 563                       ;*  ;16 41 41.34 +36 27 06.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
223 ;     34.39;m13        ;Cl* NGC 6205 FPF 23081             ;CV*;16 41 43.68 +36 28 04.7                ;     ~   ;     ~   ;22.192   ;     ~   ;     ~   ;~              ;   5;   0
224 ;     34.43;m13        ;NGC 6205 566                       ;*  ;16 41 41.34 +36 28 15.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
225 ;     34.64;m13        ;NGC 6205 478                       ;*  ;16 41 39.79 +36 28 07.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
226 ;     34.67;m13        ;NGC 6205 498                       ;*  ;16 41 40.1562 +36 27 11.010            ;     ~   ;     ~   ;14.26    ;     ~   ;     ~   ;~              ;   3;   0
227 ;     34.74;m13        ;Cl* NGC 6205 CGY 2107              ;*  ;16 41 39.0513 +36 27 25.380            ;     ~   ;     ~   ;12.98    ;     ~   ;     ~   ;~              ;   2;   0
228 ;     35.16;m13        ;NGC 6205 511                       ;*  ;16 41 40.40 +36 27 08.9                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
229 ;     35.40;m13        ;NGC 6205 474                       ;*  ;16 41 39.7609 +36 27 13.500            ;     ~   ;     ~   ;15.06    ;     ~   ;     ~   ;~              ;   2;   0
230 ;     35.75;m13        ;Cl* NGC 6205 CGY 2008              ;*  ;16 41 38.9775 +36 27 24.900            ;     ~   ;     ~   ;13.66    ;     ~   ;     ~   ;~              ;   2;   0
231 ;     35.91;m13        ;NGC 6205 649                       ;*  ;16 41 43.13 +36 27 09.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
232 ;     36.14;m13        ;Cl* NGC 6205 CGY 2093              ;*  ;16 41 39.0405 +36 27 22.670            ;     ~   ;     ~   ;14.54    ;     ~   ;     ~   ;~              ;   2;   0
233 ;     36.17;m13        ;NGC 6205 435                       ;*  ;16 41 38.99 +36 27 23.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
234 ;     36.31;m13        ;Cl* NGC 6205 PK 1                  ;SX*;16 41 41.35 +36 27 04.6                ;     ~   ;     ~   ;17.23    ;     ~   ;16.78    ;~              ;   4;   0
235 ;     36.43;m13        ;Gaia DR3 1328057940089939840       ;RR?;16 41 44.4351598608 +36 27 54.369190944;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
236 ;     36.53;m13        ;NGC 6205 452                       ;*  ;16 41 39.34 +36 28 04.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
237 ;     36.72;m13        ;NGC 6205 710                       ;*  ;16 41 44.20 +36 27 21.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
238 ;     37.05;m13        ;NGC 6205 416                       ;*  ;16 41 38.61 +36 27 34.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
239 ;     37.08;m13        ;NGC 6205 564                       ;*  ;16 41 41.29 +36 28 17.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
240 ;     37.22;m13        ;Cl* NGC 6205 SAW V60               ;*  ;16 41 44.5530393864 +36 27 52.814145600;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
241 ;     37.43;m13        ;NGC 6205 724                       ;*  ;16 41 44.56 +36 27 53.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
242 ;     37.65;m13        ;NGC 6205 683                       ;HS?;16 41 43.5744703776 +36 27 11.263963680;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
243 ;     37.69;m13        ;2MASS J16414189+3628184            ;RG*;16 41 41.8841862576 +36 28 18.322587048;     ~   ;14.16    ;13.10    ;     ~   ;     ~   ;~              ;  11;   0
244 ;     37.73;m13        ;NGC 6205 591                       ;*  ;16 41 41.9636326560 +36 27 03.231466524;     ~   ;     ~   ;13.25    ;     ~   ;     ~   ;~              ;   3;   0
